@relation 'en5_m03_DIEC_2013-16_Class4-class2_181p-numeric-Q1-weka.filters.unsupervised.attribute.Remove-R1-3,6-12,14-18,20-85,102-182,184-weka.filters.unsupervised.attribute.NumericToNominal-Rlast'

@attribute weekday numeric
@attribute weekend numeric
@attribute r_sava_sentjakob numeric
@attribute r_ljubljanica_moste numeric
@attribute s_lj_temp_avg numeric
@attribute s_lj_temp_max numeric
@attribute s_lj_temp_min numeric
@attribute s_lj_wind_speed numeric
@attribute s_lj_cloudiness numeric
@attribute s_lj_humidity numeric
@attribute s_lj_rainfall numeric
@attribute s_lj_snow_high numeric
@attribute s_lj_snow_new numeric
@attribute s_lj_sunshine_duration numeric
@attribute s_lj_wind_strong numeric
@attribute s_lj_wind_storm numeric
@attribute s_lj_thunderstorm numeric
@attribute s_lj_freezing_rain numeric
@attribute s_lj_hail numeric
@attribute s_lj_frost numeric
@attribute class2_callin_slo {0,1}

@data
2,1,69,56,2.5,7.8,-2.3,1.1,57,84,0,0,0,3.8,0,0,0,0,0,0,1
3,1,69,56,3.9,5.3,-1.5,0.5,100,92,0.1,0,0,0,0,0,0,0,0,0,0
4,1,69,56,4.1,7.5,1.7,0.8,57,88,4.4,0,0,2.5,0,0,0,0,0,0,0
5,1,69,56,2.1,4,-2.8,0.8,60,92,0,0,0,0.7,0,0,0,0,0,0,0
6,2,69,56,9.1,16.3,0.2,3.2,33,57,0,0,0,4,1,0,0,0,0,0,0
7,3,69,56,4.2,10,-2.3,0.6,40,85,0,0,0,5,0,0,0,0,0,0,0
1,1,69,56,2,3.5,-2.2,1.6,100,92,0,0,0,0,0,0,0,0,0,0,0
2,1,69,56,2.7,4.2,-3.3,0.8,97,73,0,0,0,0.1,0,0,0,0,0,0,0
3,1,69,56,3.9,6.5,0.1,1,87,84,0,0,0,0.9,0,0,0,0,0,0,0
4,1,69,56,5,8.5,2.5,1.8,70,87,0.8,0,0,1.4,0,0,0,0,0,0,0
5,1,69,56,3.6,8.2,-2.7,1.1,77,81,0.2,0,0,5.3,0,0,0,0,0,0,0
6,2,47,56,1.2,3.6,-1,1.3,83,56,0,0,0,5.3,0,0,0,0,0,0,0
7,3,47,56,-0.5,1.1,-1.1,1.1,100,88,0,0,0,0,0,0,0,0,0,0,0
1,1,47,56,-1.1,-0.2,-2.6,0.6,100,87,21,30,30,0,0,0,0,0,0,0,0
2,1,69,56,-0.1,0.9,-2.1,0.7,100,94,6.4,29,5,0,0,0,0,0,0,0,0
3,1,69,56,-0.2,0.6,-1,0.8,100,96,4.4,29,5,0,0,0,0,0,0,0,0
4,1,69,56,0.3,1.4,-1.7,0.9,100,93,8.2,36,12,0,0,0,0,0,0,0,0
5,1,69,23,-0.1,1.6,-2.2,1.4,100,87,5.2,37,6,0,0,0,0,0,0,0,0
6,2,69,23,-0.1,1.2,-3.7,0.9,93,89,0.2,33,0,0,0,0,0,0,0,0,0
7,3,69,23,2.1,3.1,-1.2,0.6,100,97,1.9,26,0,0,0,0,0,0,0,0,0
1,1,69,100,2.8,4,0.1,0.6,100,97,14.7,13,0,0,0,0,0,0,0,0,0
2,1,69,142,2,3,-0.2,0.9,97,95,11.8,10,1,0,0,0,0,0,0,0,0
3,1,69,100,2.2,4.7,0,1.1,90,91,8.2,8,1,1.4,0,0,0,0,0,0,0
4,1,69,56,1.9,3,-0.5,1.3,97,88,1.8,7,0,0,0,0,0,0,0,0,0
