@relation 'en5_m03_DIEC_2013-16_Class4-class2_181p-numeric-Q3-weka.filters.unsupervised.attribute.Remove-R1-3,6-7,184-weka.filters.unsupervised.attribute.Remove-R3-7,9-13,15-80,97-176-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.NumericToNominal-Rlast'

@attribute weekday numeric
@attribute weekend numeric
@attribute r_sava_sentjakob numeric
@attribute r_ljubljanica_moste numeric
@attribute s_lj_temp_avg numeric
@attribute s_lj_temp_max numeric
@attribute s_lj_temp_min numeric
@attribute s_lj_wind_speed numeric
@attribute s_lj_cloudiness numeric
@attribute s_lj_humidity numeric
@attribute s_lj_rainfall numeric
@attribute s_lj_snow_high numeric
@attribute s_lj_snow_new numeric
@attribute s_lj_sunshine_duration numeric
@attribute s_lj_wind_strong numeric
@attribute s_lj_wind_storm numeric
@attribute s_lj_thunderstorm numeric
@attribute s_lj_freezing_rain numeric
@attribute s_lj_hail numeric
@attribute s_lj_frost numeric
@attribute class2_callin_slo {0,1}

@data
1,1,49,15,20.3,25.7,13.3,1.7,23,57,1.9,0,0,10.3,1,0,0,0,0,0,0
2,1,49,15,22.5,29.3,10.3,1.4,13,57,0,0,0,14.8,1,0,0,0,0,0,0
3,1,57,14,22.9,29.5,11.6,1.3,53,56,0,0,0,11.2,1,1,0,0,0,0,0
4,1,57,11,22.6,28.5,12.5,1.5,50,65,0,0,0,10.6,0,0,0,0,0,0,0
5,1,57,11,23,29.6,13.8,1.6,57,64,0,0,0,8.5,1,0,0,0,0,0,0
6,2,49,11,22.4,27.8,12.9,2.1,43,68,0,0,0,8.3,1,0,0,0,0,0,1
7,3,49,11,22.8,27.7,15.9,1.5,67,71,0.1,0,0,6.1,0,0,0,0,0,0,0
1,1,49,11,24,29.2,15.5,1.8,47,61,0.6,0,0,13,0,0,0,0,0,0,0
2,1,49,11,23.9,29.2,13,1.7,20,60,0,0,0,13.2,0,0,0,0,0,0,0
3,1,49,11,22.6,29.5,14.5,1.1,30,51,0,0,0,9.9,0,0,0,0,0,0,1
4,1,49,11,20.5,27.2,15.7,2.4,80,80,1.9,0,0,6,1,0,1,0,0,0,0
5,1,49,11,20.5,24.9,15,1.7,40,64,0.1,0,0,10.9,0,0,0,0,0,0,0
6,2,49,11,21.3,26.7,12.1,1.7,57,64,0,0,0,7,1,0,1,0,0,0,0
7,3,49,11,21.7,28,12.6,1.7,23,61,0,0,0,13.1,0,0,0,0,0,0,0
1,1,49,11,23.4,30.2,10.4,1.7,43,58,0,0,0,11.9,0,0,0,0,0,0,0
2,1,49,11,21.7,28,10.6,1.6,10,51,0,0,0,13.1,1,0,0,0,0,0,0
3,1,49,11,22.9,29,10,1.5,3,54,0,0,0,14.5,1,0,0,0,0,0,0
4,1,49,11,23.3,29.6,10.2,1.4,27,59,0,0,0,14,0,0,0,0,0,0,0
5,1,49,11,24,31,15.7,1.1,37,57,0,0,0,12.7,0,0,0,0,0,0,1
6,2,49,11,25.4,31.7,12,1.5,20,57,0,0,0,12.9,0,0,0,0,0,0,1
7,3,49,11,23.8,29.5,17.6,1.6,27,60,5.1,0,0,12.5,0,0,0,0,0,0,1
1,1,49,11,24.3,31,11.4,1.3,3,53,0,0,0,14.5,0,0,0,0,0,0,1
2,1,49,11,23.4,33.1,12,1.9,33,63,0,0,0,11,1,0,1,0,0,0,0
3,1,49,11,20.5,30.1,12.8,1.3,70,91,0.3,0,0,2.9,0,0,1,0,0,0,1
4,1,49,11,25.8,32.4,15.8,1.1,20,61,3.4,0,0,11.9,0,0,0,0,0,0,0
5,1,40,7,27.4,35.9,15.3,1.3,23,52,0,0,0,13.6,0,0,0,0,0,0,1
6,2,40,7,28.4,36.3,16.3,1.7,30,51,0,0,0,11.5,0,0,1,0,0,0,1
7,3,40,7,29.3,36.4,17.7,2.3,3,54,0,0,0,13.4,1,1,0,0,0,0,0
1,1,40,7,25.1,35.4,16.4,2.5,27,63,0,0,0,10.4,1,1,1,0,0,0,1
